PacketDropQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:09:59-19209),,PacketDropQueue Network.queue_0 (#0 - General-0-20230516-09:09:59-19209),,PacketDropQueue Network.queue_1 (#0 - General-0-20230516-09:09:59-19209),,PacketDropQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:09:59-19209),,PacketGen Network.nodeTx.gen (#0 - General-0-20230516-09:09:59-19209),,BufferSizeQueue Network.nodeTx.TrTx (#0 - General-0-20230516-09:09:59-19209),,BufferSizeQueue Network.queue_0 (#0 - General-0-20230516-09:09:59-19209),,BufferSizeQueue Network.nodeRx.TrRx (#0 - General-0-20230516-09:09:59-19209),,Delay Network.nodeRx.sink (#0 - General-0-20230516-09:09:59-19209),,PacketUsed Network.nodeRx.sink (#0 - General-0-20230516-09:09:59-19209),,BufferSizeQueue Network.queue_1 (#0 - General-0-20230516-09:09:59-19209),
,,,,,,,,6.047384231451,37,6.047384231451,1,6.147484231451,1,6.247584231451,7,7.75291074958,1.705526518129000018,7.75291074958,1,,
,,,,,,,,6.070068859501,38,6.070068859501,1,6.247484231451,1,6.347584231451,8,7.95291074958,1.882841890078999816,7.95291074958,1,,
,,,,,,,,6.376115998192,39,6.376115998192,1,6.476215998192,1,6.576315998192,7,8.15291074958,1.776794751388000018,8.15291074958,1,,
,,,,,,,,6.682249830579,40,6.682249830579,1,6.782349830579,1,6.882449830579,7,8.35291074958,1.670660919000999991,8.35291074958,1,,
,,,,,,,,7.25903311095,41,7.25903311095,1,7.35913311095,1,7.45923311095,5,8.55291074958,1.293877638629999708,8.55291074958,1,,
,,,,,,,,7.355289486852,42,7.355289486852,1,7.45913311095,1,7.55923311095,5,8.75291074958,1.397621262727999796,8.75291074958,1,,
,,,,,,,,7.596075420411,43,7.596075420411,1,7.696175420411,1,7.796275420411,5,8.95291074958,1.356835329168999843,8.95291074958,1,,
,,,,,,,,7.838175731645,44,7.838175731645,1,7.938275731645,1,8.038375731645,5,9.15291074958,1.314735017934999912,9.15291074958,1,,
,,,,,,,,7.931015150589,45,7.931015150589,1,8.038275731645,1,8.138375731645,6,9.35291074958,1.421895598991000038,9.35291074958,1,,
,,,,,,,,8.041259813767,46,8.041259813767,1,8.141359813767,1,8.241459813767,6,9.55291074958,1.51165093581299991,9.55291074958,1,,
,,,,,,,,8.268740209866,47,8.268740209866,1,8.368840209866,1,8.468940209866,6,9.75291074958,1.484170539713999918,9.75291074958,1,,
,,,,,,,,8.439131051123,48,8.439131051123,1,8.539231051123,1,8.639331051123,6,9.95291074958,1.513779698456999772,9.95291074958,1,,
,,,,,,,,8.458012212539,49,8.458012212539,1,8.639231051123,1,8.739331051123,7,10.15291074958,1.694898537040999901,10.15291074958,1,,
,,,,,,,,8.649296367873,50,8.649296367873,1,8.749396367873,1,8.849496367873,7,10.35291074958,1.70361438170699974,10.35291074958,1,,
,,,,,,,,8.802511149025,51,8.802511149025,1,8.902611149025,1,9.002711149025,7,10.55291074958,1.750399600554999762,10.55291074958,1,,
,,,,,,,,8.933359328281,52,8.933359328281,1,9.033459328281,1,9.133559328281,8,10.75291074958,1.819551421298999822,10.75291074958,1,,
,,,,,,,,8.956568780356,53,8.956568780356,1,9.133459328281,1,9.233559328281,8,10.95291074958,1.996341969223999862,10.95291074958,1,,
,,,,,,,,9.072193979126,54,9.072193979126,1,9.233459328281,1,9.333559328281,9,11.15291074958,2.080716770453999932,11.15291074958,1,,
,,,,,,,,9.506357050824,55,9.506357050824,1,9.606457050824,1,9.706557050824,8,11.35291074958,1.846553698755999831,11.35291074958,1,,
,,,,,,,,9.719561752838,56,9.719561752838,1,9.819661752838,1,9.919761752838,8,11.55291074958,1.833348996742000018,11.55291074958,1,,
,,,,,,,,9.830235846601,57,9.830235846601,1,9.930335846601,1,10.030435846601,8,11.75291074958,1.922674902978999781,11.75291074958,1,,
,,,,,,,,9.847027770696,58,9.847027770696,1,10.030335846601,1,10.130435846601,9,11.95291074958,2.105882978883999878,11.95291074958,1,,
,,,,,,,,9.92736262873,59,9.92736262873,2,10.130335846601,1,10.230435846601,9,12.15291074958,2.225548120850000082,12.15291074958,1,,
,,,,,,,,10.023616834035,60,10.023616834035,2,10.230335846601,1,10.330435846601,10,12.35291074958,2.32929391554499964,12.35291074958,1,,
,,,,,,,,10.069708886858,61,10.069708886858,2,10.330335846601,1,10.430435846601,10,12.55291074958,2.483201862721999822,12.55291074958,1,,
,,,,,,,,10.100639379163,62,10.100639379163,3,10.430335846601,1,10.530435846601,11,12.75291074958,2.652271370416999992,12.75291074958,1,,
,,,,,,,,10.323877603026,63,10.323877603026,2,10.530335846601,1,10.630435846601,11,12.95291074958,2.629033146553999765,12.95291074958,1,,
,,,,,,,,10.52417113072,64,10.52417113072,1,10.630335846601,1,10.730435846601,12,13.15291074958,2.628739618860000057,13.15291074958,1,,
,,,,,,,,10.615533494197,65,10.615533494197,1,10.730335846601,1,10.830435846601,12,13.35291074958,2.737377255382999572,13.35291074958,1,,
,,,,,,,,10.652140767807,66,10.652140767807,1,10.830335846601,1,10.930435846601,13,13.55291074958,2.900769981773000145,13.55291074958,1,,
,,,,,,,,10.778190973649,67,10.778190973649,1,10.930335846601,1,11.030435846601,13,13.75291074958,2.974719775930999777,13.75291074958,1,,
,,,,,,,,10.799982677743,68,10.799982677743,2,11.030335846601,1,11.130435846601,14,13.95291074958,3.15292807183699962,13.95291074958,1,,
,,,,,,,,10.802827963123,69,10.802827963123,3,11.130335846601,1,11.230435846601,14,14.15291074958,3.350082786456999512,14.15291074958,1,,
,,,,,,,,10.861593584725,70,10.861593584725,3,11.230335846601,1,11.330435846601,15,14.35291074958,3.491317164854999417,14.35291074958,1,,
,,,,,,,,11.005800725585,71,11.005800725585,3,11.330335846601,1,11.430435846601,15,14.55291074958,3.547110023994999737,14.55291074958,1,,
,,,,,,,,11.030121199002,72,11.030121199002,4,11.430335846601,1,11.530435846601,16,14.75291074958,3.722789550577999752,14.75291074958,1,,
,,,,,,,,11.172170700578,73,11.172170700578,3,11.530335846601,1,11.630435846601,16,14.95291074958,3.780740049001999545,14.95291074958,1,,
,,,,,,,,11.209886990389,74,11.209886990389,4,11.630335846601,1,11.730435846601,17,15.15291074958,3.943023759191,15.15291074958,1,,
,,,,,,,,11.353819186994,75,11.353819186994,3,11.730335846601,1,11.830435846601,17,15.35291074958,3.999091562585999942,15.35291074958,1,,
,,,,,,,,11.42710274439,76,11.42710274439,4,11.830335846601,1,11.930435846601,18,15.55291074958,4.12580800518999878,15.55291074958,1,,
,,,,,,,,11.858789997582,77,11.858789997582,1,11.958889997582,1,12.058989997582,18,15.75291074958,3.894120751997999877,15.75291074958,1,,
,,,,,,,,12.208127003714,78,12.208127003714,1,12.308227003714,1,12.408327003714,17,15.95291074958,3.744783745866000032,15.95291074958,1,,
,,,,,,,,12.379897846919,79,12.379897846919,1,12.479997846919,1,12.580097846919,17,16.15291074958,3.77301290266099974,16.15291074958,1,,
,,,,,,,,12.469559758442,80,12.469559758442,1,12.579997846919,1,12.680097846919,18,16.35291074958,3.88335099113800018,16.35291074958,1,,
,,,,,,,,12.5363875327,81,12.5363875327,1,12.679997846919,1,12.780097846919,18,16.55291074958,4.016523216879999562,16.55291074958,1,,
,,,,,,,,12.678811720225,82,12.678811720225,1,12.779997846919,1,12.880097846919,19,16.75291074958,4.07409902935499878,16.75291074958,1,,
,,,,,,,,12.764991581236,83,12.764991581236,1,12.879997846919,1,12.980097846919,19,16.95291074958,4.187919168343999117,16.95291074958,1,,
,,,,,,,,13.11394424049,84,13.11394424049,1,13.21404424049,1,13.31414424049,19,17.15291074958,4.038966509089998862,17.15291074958,1,,
,,,,,,,,13.293360410409,85,13.293360410409,1,13.393460410409,1,13.493560410409,19,17.35291074958,4.059550339171000367,17.35291074958,1,,
,,,,,,,,13.309044594275,86,13.309044594275,1,13.493460410409,1,13.593560410409,19,17.55291074958,4.24386615530499965,17.55291074958,1,,
,,,,,,,,13.318361887845,87,13.318361887845,2,13.593460410409,1,13.693560410409,20,17.75291074958,4.43454886173499928,17.75291074958,1,,
,,,,,,,,13.843393940513,88,13.843393940513,1,13.943493940513,1,14.043593940513,19,17.95291074958,4.109516809066999327,17.95291074958,1,,
,,,,,,,,14.008230810646,89,14.008230810646,1,14.108330810646,1,14.208430810646,19,18.15291074958,4.144679938933998982,18.15291074958,1,,
,,,,,,,,14.167055930369,90,14.167055930369,1,14.267155930369,1,14.367255930369,19,18.35291074958,4.185854819211000317,18.35291074958,1,,
,,,,,,,,14.333645547222,91,14.333645547222,1,14.433745547222,1,14.533845547222,20,18.55291074958,4.219265202357998827,18.55291074958,1,,
,,,,,,,,14.361759457125,92,14.361759457125,1,14.533745547222,1,14.633845547222,20,18.75291074958,4.391151292454999562,18.75291074958,1,,
,,,,,,,,14.397190463037,93,14.397190463037,2,14.633745547222,1,14.733845547222,21,18.95291074958,4.555720286542999967,18.95291074958,1,,
,,,,,,,,14.46370106733,94,14.46370106733,2,14.733745547222,1,14.833845547222,21,19.15291074958,4.689209682249998655,19.15291074958,1,,
,,,,,,,,14.484405370594,95,14.484405370594,3,14.833745547222,1,14.933845547222,22,19.35291074958,4.868505378985998865,19.35291074958,1,,
,,,,,,,,14.692761774063,96,14.692761774063,2,14.933745547222,1,15.033845547222,22,19.55291074958,4.8601489755169993,19.55291074958,1,,
,,,,,,,,14.749606068705,97,14.749606068705,2,15.033745547222,1,15.133845547222,23,19.75291074958,5.003304680874999005,19.75291074958,1,,
,,,,,,,,14.890015302671,98,14.890015302671,2,15.133745547222,1,15.233845547222,23,19.95291074958,5.06289544690899971,19.95291074958,1,,
,,,,,,,,14.957830611705,99,14.957830611705,2,15.233745547222,1,15.333845547222,24,20.15291074958,5.195080137874999315,20.15291074958,1,,
,,,,,,,,15.016797495301,100,15.016797495301,3,15.333745547222,1,15.433845547222,24,20.35291074958,5.33611325427899883,20.35291074958,1,,
,,,,,,,,15.14346166433,101,15.14346166433,2,15.433745547222,1,15.533845547222,25,20.55291074958,5.40944908524999944,20.55291074958,1,,
,,,,,,,,15.149339137792,102,15.149339137792,3,15.533745547222,1,15.633845547222,25,20.75291074958,5.603571611788000315,20.75291074958,1,,
,,,,,,,,15.235937784413,103,15.235937784413,3,15.633745547222,1,15.733845547222,26,20.95291074958,5.71697296516699891,20.95291074958,1,,
,,,,,,,,15.386818435188,104,15.386818435188,3,15.733745547222,1,15.833845547222,26,21.15291074958,5.766092314391999065,21.15291074958,1,,
,,,,,,,,16.054992962114,105,16.054992962114,1,16.155092962114,1,16.255192962114,25,21.35291074958,5.297917787465999925,21.35291074958,1,,
,,,,,,,,16.533934958422,106,16.533934958422,1,16.634034958422,1,16.734134958422,24,21.55291074958,5.01897579115799883,21.55291074958,1,,
,,,,,,,,16.550080224645,107,16.550080224645,1,16.734034958422,1,16.834134958422,24,21.75291074958,5.20283052493499908,21.75291074958,1,,
,,,,,,,,16.708754186648,108,16.708754186648,1,16.834034958422,1,16.934134958422,25,21.95291074958,5.24415656293199992,21.95291074958,1,,
,,,,,,,,16.743899414464,109,16.743899414464,1,16.934034958422,1,17.034134958422,25,22.15291074958,5.409011335116000275,22.15291074958,1,,
,,,,,,,,16.895102301277,110,16.895102301277,1,17.034034958422,1,17.134134958422,26,22.35291074958,5.457808448303000025,22.35291074958,1,,
,,,,,,,,16.921489333091,111,16.921489333091,2,17.134034958422,1,17.234134958422,26,22.55291074958,5.631421416488999265,22.55291074958,1,,
,,,,,,,,17.725504385627,112,17.725504385627,1,17.825604385627,1,17.925704385627,24,22.75291074958,5.027406363953000205,22.75291074958,1,,
,,,,,,,,17.884315792891,113,17.884315792891,1,17.984415792891,1,18.084515792891,24,22.95291074958,5.068594956688999155,22.95291074958,1,,
,,,,,,,,18.015103170935,114,18.015103170935,1,18.115203170935,1,18.215303170935,24,23.15291074958,5.13780757864499902,23.15291074958,1,,
,,,,,,,,18.058915250925,115,18.058915250925,1,18.215203170935,1,18.315303170935,25,23.35291074958,5.29399549865499883,23.35291074958,1,,
,,,,,,,,18.139174952487,116,18.139174952487,1,18.315203170935,1,18.415303170935,25,23.55291074958,5.413735797092998655,23.55291074958,1,,
,,,,,,,,18.233366189636,117,18.233366189636,1,18.415203170935,1,18.515303170935,26,23.75291074958,5.519544559944000255,23.75291074958,1,,
,,,,,,,,18.329933339876,118,18.329933339876,1,18.515203170935,1,18.615303170935,26,23.95291074958,5.622977409703999265,23.95291074958,1,,
,,,,,,,,18.371974891148,119,18.371974891148,2,18.615203170935,1,18.715303170935,27,24.15291074958,5.780935858431998725,24.15291074958,1,,
,,,,,,,,18.518504502259,120,18.518504502259,1,18.715203170935,1,18.815303170935,27,24.35291074958,5.834406247320998755,24.35291074958,1,,
,,,,,,,,18.544473620681,121,18.544473620681,2,18.815203170935,1,18.915303170935,28,24.55291074958,6.00843712889899881,24.55291074958,1,,
,,,,,,,,18.606348805169,122,18.606348805169,3,18.915203170935,1,19.015303170935,28,24.75291074958,6.146561944410999315,24.75291074958,1,,
,,,,,,,,18.623892116638,123,18.623892116638,3,19.015203170935,1,19.115303170935,29,24.95291074958,6.32901863294199881,24.95291074958,1,,
,,,,,,,,18.792367361868,124,18.792367361868,3,19.115203170935,1,19.215303170935,29,25.15291074958,6.360543387711999205,25.15291074958,1,,
,,,,,,,,18.95257819144,125,18.95257819144,2,19.215203170935,1,19.315303170935,30,25.35291074958,6.400332558139998775,25.35291074958,1,,
,,,,,,,,19.009811567946,126,19.009811567946,3,19.315203170935,1,19.415303170935,30,25.55291074958,6.54309918163400003,25.55291074958,1,,
,,,,,,,,19.032118408334,127,19.032118408334,3,19.415203170935,1,19.515303170935,31,25.75291074958,6.720792341245999755,25.75291074958,1,,
,,,,,,,,19.258113708325,128,19.258113708325,2,19.515203170935,1,19.615303170935,31,25.95291074958,6.69479704125499883,25.95291074958,1,,
,,,,,,,,19.290945797801,129,19.290945797801,3,19.615203170935,1,19.715303170935,32,26.15291074958,6.8619649517789991,26.15291074958,1,,
,,,,,,,,19.739024281579,130,19.739024281579,1,19.839124281579,1,19.939224281579,32,26.35291074958,6.613886468000998755,26.35291074958,1,,
,,,,,,,,19.80802637524,131,19.80802637524,1,19.939124281579,1,20.039224281579,32,26.55291074958,6.74488437433999974,26.55291074958,1,,
,,,,,,,,19.970966782372,132,19.970966782372,1,20.071066782372,1,20.171166782372,32,26.75291074958,6.78194396720799905,26.75291074958,1,,
,,,,,,,,20.229016531029,133,20.229016531029,1,20.329116531029,1,20.429216531029,32,26.95291074958,6.72389421855099908,26.95291074958,1,,
,,,,,,,,20.231066217794,134,20.231066217794,1,20.429116531029,1,20.529216531029,33,27.15291074958,6.92184453178600019,27.15291074958,1,,
,,,,,,,,20.246387950023,135,20.246387950023,2,20.529116531029,1,20.629216531029,33,27.35291074958,7.106522799557000155,27.35291074958,1,,
,,,,,,,,20.392653240146,136,20.392653240146,2,20.629116531029,1,20.729216531029,34,27.55291074958,7.16025750943400039,27.55291074958,1,,
,,,,,,,,20.665626078039,137,20.665626078039,1,20.765726078039,1,20.865826078039,34,27.75291074958,7.08728467154099914,27.75291074958,1,,
,,,,,,,,20.833598232902,138,20.833598232902,1,20.933698232902,1,21.033798232902,34,27.95291074958,7.11931251667799888,27.95291074958,1,,
,,,,,,,,20.848753449198,139,20.848753449198,1,21.033698232902,1,21.133798232902,35,28.15291074958,7.30415730038200013,28.15291074958,1,,
,,,,,,,,21.38479170505,140,21.38479170505,1,21.48489170505,1,21.58499170505,33,28.35291074958,6.96811904452999895,28.35291074958,1,,
,,,,,,,,21.947146423988,141,21.947146423988,1,22.047246423988,1,22.147346423988,32,28.55291074958,6.60576432559200019,28.55291074958,1,,
,,,,,,,,22.262944619107,142,22.262944619107,1,22.363044619107,1,22.463144619107,31,28.75291074958,6.48996613047300028,28.75291074958,1,,
,,,,,,,,22.357795108566,143,22.357795108566,1,22.463044619107,1,22.563144619107,31,28.95291074958,6.595115641013999025,28.95291074958,1,,
,,,,,,,,22.464682647566,144,22.464682647566,1,22.564782647566,1,22.664882647566,32,29.15291074958,6.68822810201399951,29.15291074958,1,,
,,,,,,,,23.028971740242,145,23.028971740242,1,23.129071740242,1,23.229171740242,30,29.35291074958,6.323939009337999875,29.35291074958,1,,
,,,,,,,,23.037570779206,146,23.037570779206,1,23.229071740242,1,23.329171740242,31,29.55291074958,6.515339970373998905,29.55291074958,1,,
,,,,,,,,23.176842553741,147,23.176842553741,1,23.329071740242,1,23.429171740242,31,29.75291074958,6.57606819583899946,29.75291074958,1,,
,,,,,,,,23.266834586737,148,23.266834586737,1,23.429071740242,1,23.529171740242,32,29.95291074958,6.68607616284299941,29.95291074958,1,,
,,,,,,,,23.46847137756,149,23.46847137756,1,23.56857137756,1,23.66867137756,32,30.15291074958,6.684439372019999905,30.15291074958,1,,
,,,,,,,,23.471499896782,150,23.471499896782,1,23.66857137756,1,23.76867137756,32,30.35291074958,6.881410852798,30.35291074958,1,,
,,,,,,,,23.477496341641,151,23.477496341641,2,23.76857137756,1,23.86867137756,33,30.55291074958,7.07541440793900019,30.55291074958,1,,
,,,,,,,,23.564928099971,152,23.564928099971,3,23.86857137756,1,23.96867137756,33,30.75291074958,7.187982649608999325,30.75291074958,1,,
,,,,,,,,23.614789636116,153,23.614789636116,3,23.96857137756,1,24.06867137756,34,30.95291074958,7.33812111346400006,30.95291074958,1,,
,,,,,,,,24.198525154543,154,24.198525154543,1,24.298625154543,1,24.398725154543,33,31.15291074958,6.954385595036999455,31.15291074958,1,,
,,,,,,,,24.21773366934,155,24.21773366934,1,24.398625154543,1,24.498725154543,34,31.35291074958,7.135177080240000055,31.35291074958,1,,
,,,,,,,,24.284546588628,156,24.284546588628,2,24.498625154543,1,24.598725154543,34,31.55291074958,7.26836416095200019,31.55291074958,1,,
,,,,,,,,24.337223002035,157,24.337223002035,2,24.598625154543,1,24.698725154543,35,31.75291074958,7.415687747545000235,31.75291074958,1,,
,,,,,,,,24.43556994469,158,24.43556994469,2,24.698625154543,1,24.798725154543,35,31.95291074958,7.517340804889998975,31.95291074958,1,,
,,,,,,,,24.454528240154,159,24.454528240154,3,24.798625154543,1,24.898725154543,36,32.15291074958,7.69838250942599875,32.15291074958,1,,
,,,,,,,,24.629559269136,160,24.629559269136,2,24.898625154543,1,24.998725154543,36,32.35291074958,7.723351480444000175,32.35291074958,1,,
,,,,,,,,24.686964411465,161,24.686964411465,3,24.998625154543,1,25.098725154543,37,32.55291074958,7.865946338115000065,32.55291074958,1,,
,,,,,,,,25.005599991015,162,25.005599991015,1,25.105699991015,1,25.205799991015,37,32.75291074958,7.74731075856499981,32.75291074958,1,,
,,,,,,,,25.085832647379,163,25.085832647379,1,25.205699991015,1,25.305799991015,38,32.95291074958,7.86707810220099898,32.95291074958,1,,
,,,,,,,,25.461419414842,164,25.461419414842,1,25.561519414842,1,25.661619414842,37,33.15291074958,7.69149133473800003,33.15291074958,1,,
,,,,,,,,25.471364025064,165,25.471364025064,1,25.661519414842,1,25.761619414842,37,33.35291074958,7.88154672451599933,33.35291074958,1,,
,,,,,,,,25.508023342276,166,25.508023342276,2,25.761519414842,1,25.861619414842,38,33.55291074958,8.04488740730399951,33.55291074958,1,,
,,,,,,,,25.684901771336,167,25.684901771336,1,25.861519414842,1,25.961619414842,38,33.75291074958,8.06800897824399851,33.75291074958,1,,
,,,,,,,,25.809828298746,168,25.809828298746,1,25.961519414842,1,26.061619414842,39,33.95291074958,8.14308245083399736,33.95291074958,1,,
,,,,,,,,25.935242928542,169,25.935242928542,1,26.061519414842,1,26.161619414842,39,34.15291074958,8.217667821037998935,34.15291074958,1,,
,,,,,,,,26.235729006918,170,26.235729006918,1,26.335829006918,1,26.435929006918,39,34.35291074958,8.117181742661998075,34.35291074958,1,,
,,,,,,,,26.281991232933,171,26.281991232933,1,26.435829006918,1,26.535929006918,40,34.55291074958,8.270919516646998165,34.55291074958,1,,
,,,,,,,,26.388678423516,172,26.388678423516,1,26.535829006918,1,26.635929006918,40,34.75291074958,8.36423232606399833,34.75291074958,1,,
,,,,,,,,26.499792266083,173,26.499792266083,1,26.635829006918,1,26.735929006918,41,34.95291074958,8.45311848349700054,34.95291074958,1,,
,,,,,,,,26.87262961963,174,26.87262961963,1,26.97272961963,1,27.07282961963,40,35.15291074958,8.28028112994999783,35.15291074958,1,,
,,,,,,,,26.887427165893,175,26.887427165893,1,27.07272961963,1,27.17282961963,40,35.35291074958,8.465483583686999905,35.35291074958,1,,
,,,,,,,,27.268472842087,176,27.268472842087,1,27.368572842087,1,27.468672842087,40,35.55291074958,8.284437907493000315,35.55291074958,1,,
,,,,,,,,27.397157188248,177,27.397157188248,1,27.497257188248,1,27.597357188248,40,35.75291074958,8.355753561331997725,35.75291074958,1,,
,,,,,,,,27.410172760599,178,27.410172760599,1,27.597257188248,1,27.697357188248,41,35.95291074958,8.54273798898099908,35.95291074958,1,,
,,,,,,,,27.8075611499,179,27.8075611499,1,27.9076611499,1,28.0077611499,40,36.15291074958,8.345349599679998635,36.15291074958,1,,
,,,,,,,,27.856362212229,180,27.856362212229,1,28.0076611499,1,28.1077611499,41,36.35291074958,8.49654853735099988,36.35291074958,1,,
,,,,,,,,27.913896244344,181,27.913896244344,1,28.1076611499,1,28.2077611499,41,36.55291074958,8.639014505235998315,36.55291074958,1,,
,,,,,,,,27.915306356944,182,27.915306356944,2,28.2076611499,1,28.3077611499,42,36.75291074958,8.837604392635999015,36.75291074958,1,,
,,,,,,,,28.080433243458,183,28.080433243458,2,28.3076611499,1,28.4077611499,42,36.95291074958,8.87247750612199935,36.95291074958,1,,
,,,,,,,,28.357532391108,184,28.357532391108,1,28.457632391108,1,28.557732391108,42,37.15291074958,8.795378358471999975,37.15291074958,1,,
